tenure_months,monthly_charges,contract_type,payment_method,is_fiber,promo_active,support_tickets_90d,app_logins_30d,churn
11,52.01,month-to-month,transfer,0,1,1,20,0
71,67.52,two-year,paypal,1,1,1,18,0
32,56.81,month-to-month,debit,0,1,1,19,0
4,42.82,month-to-month,paypal,1,1,0,14,0
15,58.35,month-to-month,transfer,0,1,1,26,0
29,71.79,month-to-month,debit,1,1,0,13,0
5,61.44,month-to-month,credit-card,1,0,1,22,0
23,36.73,one-year,credit-card,0,1,3,12,0
34,84.78,month-to-month,debit,0,1,1,21,0
68,10.22,one-year,paypal,0,1,1,12,0
7,56.07,month-to-month,debit,0,1,0,26,0
41,52.6,month-to-month,debit,0,1,0,19,0
66,67.96,month-to-month,debit,0,1,1,10,0
58,76.23,month-to-month,debit,1,1,1,25,0
66,87.54,month-to-month,paypal,0,0,1,18,0
13,50.75,two-year,debit,0,1,0,17,0
57,76.73,two-year,debit,0,1,1,26,0
70,68.92,one-year,transfer,1,1,2,15,0
24,30.77,two-year,transfer,1,1,0,13,0
36,103.01,month-to-month,debit,1,1,0,17,0
38,36.22,month-to-month,credit-card,1,1,1,9,0
36,73.39,month-to-month,transfer,1,1,1,22,0
21,72.8,two-year,transfer,0,0,1,11,0
69,70.51,month-to-month,transfer,0,1,2,21,0
68,55.11,month-to-month,transfer,1,0,0,19,1
28,81.55,one-year,transfer,0,1,1,19,0
58,33.79,month-to-month,paypal,1,1,2,18,0
29,63.68,one-year,credit-card,1,1,0,21,0
57,53.72,month-to-month,credit-card,1,1,4,17,0
42,51.45,one-year,paypal,1,1,1,22,0
34,73.57,two-year,paypal,1,1,0,19,0
10,86.55,one-year,debit,0,1,3,16,0
47,58.13,month-to-month,transfer,0,1,3,18,0
23,80.61,month-to-month,debit,1,0,1,20,0
16,65.99,month-to-month,paypal,1,1,4,19,0
14,47.15,month-to-month,debit,0,1,2,12,0
70,59.84,month-to-month,paypal,0,1,3,14,0
8,59.01,month-to-month,debit,0,1,1,15,0
57,51.07,month-to-month,debit,1,0,5,20,0
62,73.57,month-to-month,transfer,0,1,1,12,0
3,69.69,two-year,debit,0,1,1,18,0
42,33.19,month-to-month,credit-card,0,1,2,15,0
41,31.97,month-to-month,credit-card,1,1,3,23,0
26,73.49,month-to-month,paypal,1,0,1,23,0
48,48.69,month-to-month,debit,1,1,3,15,0
30,71.04,two-year,credit-card,1,1,1,12,0
32,80.62,month-to-month,paypal,0,1,1,16,0
31,39.58,one-year,paypal,1,0,0,25,0
57,36.77,one-year,debit,1,0,0,19,0
45,98.49,one-year,transfer,1,1,3,17,0
27,72.03,one-year,paypal,1,1,2,23,1
66,56.62,one-year,credit-card,1,1,2,17,0
57,46.32,month-to-month,debit,0,0,1,16,0
67,54.79,month-to-month,transfer,0,1,0,15,0
52,41.19,one-year,transfer,1,1,1,24,0
28,82.67,month-to-month,debit,0,1,1,12,0
55,49.46,month-to-month,credit-card,1,1,0,27,0
24,86.87,month-to-month,paypal,0,0,1,16,0
20,56.99,month-to-month,transfer,1,0,0,11,0
33,44.13,month-to-month,paypal,1,0,1,24,0
69,56.47,month-to-month,debit,1,1,1,17,0
41,12.52,month-to-month,transfer,1,1,1,18,0
28,62.58,month-to-month,debit,1,0,2,16,0
33,61.6,month-to-month,debit,1,1,1,19,0
21,81.49,one-year,transfer,1,1,2,22,0
47,27.27,month-to-month,paypal,1,1,0,15,0
25,88.24,one-year,paypal,1,1,3,21,0
40,81.41,month-to-month,transfer,1,1,3,11,0
27,90.04,month-to-month,credit-card,0,0,1,17,0
23,63.95,one-year,transfer,0,1,1,18,0
69,85.28,one-year,paypal,1,1,0,18,0
25,35.58,one-year,debit,0,1,0,23,0
6,79.26,one-year,transfer,1,0,1,29,0
27,49.58,one-year,debit,0,1,2,17,0
38,31.97,one-year,credit-card,0,1,2,25,0
7,42.52,one-year,transfer,1,1,0,20,0
22,65.11,one-year,debit,0,0,0,11,0
12,48.51,month-to-month,transfer,1,1,1,19,0
36,72.52,month-to-month,transfer,1,0,1,14,0
52,28.84,month-to-month,paypal,1,1,1,12,0
69,22.46,month-to-month,paypal,0,0,2,10,0
28,92.45,one-year,transfer,0,1,3,18,0
62,83.08,month-to-month,credit-card,1,0,0,21,0
16,44.01,month-to-month,transfer,0,1,3,18,0
56,64.94,one-year,paypal,1,1,2,21,1
40,85.39,month-to-month,debit,1,1,1,19,0
54,73.38,one-year,transfer,0,0,1,17,1
54,67.96,month-to-month,paypal,1,0,3,22,0
38,86.9,month-to-month,debit,1,0,0,21,0
19,50.39,month-to-month,debit,1,0,1,17,0
38,65.62,month-to-month,debit,0,1,1,19,0
59,64.64,month-to-month,paypal,1,1,1,16,0
69,59.54,month-to-month,debit,0,1,1,21,0
66,57.2,month-to-month,debit,1,1,1,9,1
13,66.46,month-to-month,transfer,1,1,4,14,1
43,65.69,one-year,transfer,1,1,1,12,0
8,44.03,month-to-month,paypal,1,1,1,22,0
48,81.04,month-to-month,paypal,1,1,2,13,0
71,45.47,month-to-month,paypal,1,1,0,22,0
4,60.64,two-year,paypal,0,0,0,22,0
47,59.09,one-year,debit,1,1,3,9,0
68,72.16,two-year,debit,0,1,0,19,0
61,22.62,two-year,transfer,1,1,0,17,0
28,82.82,month-to-month,transfer,0,1,1,19,0
8,51.46,one-year,transfer,0,0,3,15,0
66,89.4,month-to-month,credit-card,1,1,0,16,0
66,55.44,two-year,credit-card,0,1,1,15,0
42,64.02,month-to-month,credit-card,1,1,0,26,0
70,103.28,month-to-month,debit,0,1,1,23,0
1,59.45,two-year,paypal,0,1,0,17,0
44,89.78,one-year,paypal,1,1,2,14,0
3,65.78,two-year,paypal,1,1,1,13,0
67,73.31,month-to-month,transfer,1,1,2,19,0
49,66.4,month-to-month,credit-card,0,1,1,11,0
65,81.96,month-to-month,paypal,0,1,0,12,0
40,51.29,month-to-month,paypal,0,1,1,18,0
6,45.32,month-to-month,paypal,0,1,0,26,0
2,52.23,month-to-month,debit,1,1,1,22,0
24,66.99,one-year,credit-card,0,1,1,21,0
53,60.58,month-to-month,paypal,1,1,4,14,0
11,79.21,one-year,credit-card,1,0,5,13,0
61,91.09,two-year,paypal,0,0,2,17,0
18,45.48,one-year,paypal,1,0,0,18,1
36,50.32,month-to-month,paypal,0,0,1,18,0
15,36.28,month-to-month,transfer,1,1,0,19,0
34,105.61,month-to-month,paypal,0,1,1,15,0
33,71.09,one-year,paypal,1,1,0,17,0
1,74.6,month-to-month,paypal,0,1,2,22,0
41,38.2,month-to-month,debit,0,0,1,13,0
56,64.98,two-year,transfer,0,1,3,17,0
67,75.18,one-year,paypal,0,0,5,35,1
24,59.94,one-year,credit-card,1,0,0,10,0
63,86.51,month-to-month,credit-card,0,1,0,18,0
63,111.24,two-year,debit,1,0,0,24,0
71,46.06,month-to-month,debit,1,1,0,18,0
27,44.56,month-to-month,paypal,0,1,0,22,0
61,47.44,two-year,paypal,0,1,2,26,0
41,97.12,two-year,credit-card,0,1,2,17,0
5,85.85,month-to-month,debit,1,1,0,20,0
20,62.29,month-to-month,paypal,0,1,3,19,0
48,65.73,month-to-month,transfer,1,1,2,13,0
12,48.67,one-year,credit-card,0,1,2,18,0
31,82.8,one-year,transfer,0,0,1,12,0
56,57.4,month-to-month,paypal,0,1,2,19,1
11,59.8,month-to-month,debit,1,0,1,15,0
36,77.18,one-year,debit,1,0,0,22,0
16,61.24,one-year,transfer,1,1,0,16,0
39,60.3,month-to-month,paypal,0,1,2,21,0
18,65.21,month-to-month,transfer,0,0,3,23,0
69,80.91,two-year,paypal,1,1,1,14,0
6,97.93,month-to-month,paypal,1,0,1,17,0
69,76.71,month-to-month,debit,1,1,2,28,0
57,81.07,one-year,debit,0,1,3,20,0
61,61.0,month-to-month,transfer,1,1,1,19,0
61,50.84,two-year,credit-card,0,0,1,23,0
14,78.08,one-year,credit-card,1,1,1,18,0
67,68.42,month-to-month,credit-card,0,1,2,18,0
43,36.55,month-to-month,paypal,1,1,3,12,0
69,58.44,one-year,paypal,0,0,1,22,0
63,63.34,month-to-month,paypal,1,1,2,19,0
42,54.79,month-to-month,credit-card,1,1,0,19,0
27,94.63,month-to-month,debit,1,1,0,24,0
9,74.6,month-to-month,debit,1,1,3,15,0
8,92.46,two-year,credit-card,0,1,0,16,0
28,70.27,one-year,debit,1,1,0,20,0
58,66.63,one-year,debit,1,1,1,21,0
36,46.27,month-to-month,paypal,1,0,3,19,0
35,65.24,month-to-month,credit-card,0,1,1,17,0
18,65.26,two-year,paypal,0,1,1,20,0
41,37.66,month-to-month,paypal,0,1,0,20,0
46,54.21,one-year,credit-card,1,1,1,24,0
70,58.53,month-to-month,debit,0,1,0,14,0
52,73.27,month-to-month,debit,0,1,2,21,0
44,74.23,month-to-month,paypal,1,1,1,11,0
65,53.37,month-to-month,paypal,1,1,1,23,0
31,74.38,month-to-month,paypal,1,1,0,21,1
67,61.36,month-to-month,debit,0,1,2,16,0
27,10.0,month-to-month,paypal,0,0,0,12,0
10,55.31,month-to-month,paypal,1,1,0,21,0
30,86.58,two-year,transfer,0,0,1,15,0
10,31.36,month-to-month,credit-card,1,1,1,18,0
9,67.25,one-year,debit,0,1,0,22,0
63,96.71,month-to-month,credit-card,1,0,0,18,1
57,49.79,month-to-month,paypal,0,1,0,16,0
16,65.04,month-to-month,debit,1,1,1,24,0
60,38.92,two-year,transfer,1,0,1,21,0
5,97.54,one-year,debit,0,1,1,16,0
21,63.33,two-year,paypal,1,0,0,13,0
51,65.93,month-to-month,paypal,1,0,0,25,1
22,92.09,one-year,debit,1,1,0,17,0
52,78.23,one-year,debit,0,0,0,21,0
63,47.49,two-year,credit-card,0,1,1,16,0
5,52.05,month-to-month,credit-card,1,1,1,25,0
2,74.9,two-year,paypal,1,1,1,22,0
67,52.52,month-to-month,paypal,1,1,1,18,0
37,22.66,one-year,paypal,0,1,1,12,0
36,63.94,month-to-month,transfer,1,1,0,17,0
33,35.4,month-to-month,credit-card,0,1,1,14,0
31,97.33,month-to-month,credit-card,0,1,0,10,0
49,68.54,one-year,transfer,1,1,2,14,0
42,46.9,month-to-month,debit,1,1,0,9,0
12,51.03,month-to-month,credit-card,1,1,0,18,0
45,27.21,month-to-month,credit-card,0,1,0,15,0
48,43.01,one-year,transfer,0,1,1,22,1
9,85.33,month-to-month,paypal,1,1,3,19,0
27,109.64,one-year,debit,0,1,3,21,0
57,79.53,month-to-month,paypal,1,0,2,14,0
44,63.16,one-year,debit,1,1,2,16,0
10,56.36,one-year,transfer,0,1,1,21,0
3,45.87,one-year,credit-card,1,1,2,13,0
42,106.2,one-year,transfer,1,1,2,16,0
33,61.23,month-to-month,debit,1,1,1,17,0
69,107.31,month-to-month,paypal,0,1,1,18,0
38,92.87,one-year,debit,1,0,2,24,0
67,30.18,month-to-month,credit-card,1,1,0,9,0
16,51.68,month-to-month,credit-card,1,1,0,22,0
32,51.62,one-year,debit,0,1,0,18,0
10,63.4,month-to-month,debit,0,1,0,22,0
41,63.79,month-to-month,debit,1,1,0,22,0
14,124.92,two-year,transfer,1,1,3,18,0
35,43.46,month-to-month,paypal,1,1,2,16,0
25,69.58,month-to-month,transfer,1,1,3,12,0
14,77.33,month-to-month,debit,0,1,2,14,1
7,64.97,month-to-month,transfer,1,1,0,18,0
37,67.2,one-year,paypal,0,1,1,17,0
68,44.1,one-year,credit-card,0,1,0,14,0
15,67.13,month-to-month,credit-card,0,0,0,18,0
29,75.23,month-to-month,credit-card,1,0,5,10,0
16,71.55,month-to-month,paypal,0,1,1,11,0
58,76.4,month-to-month,paypal,1,1,0,18,0
30,93.25,one-year,debit,0,1,1,14,0
70,83.74,one-year,paypal,0,1,1,8,0
18,66.43,month-to-month,transfer,1,1,0,17,0
6,41.56,one-year,paypal,0,0,1,20,0
42,53.0,one-year,paypal,0,0,2,22,0
47,60.61,month-to-month,paypal,1,1,1,21,0
71,70.05,one-year,debit,1,0,0,16,0
62,55.43,one-year,transfer,1,0,1,17,0
63,46.29,month-to-month,credit-card,1,1,2,17,0
46,41.24,month-to-month,paypal,0,1,2,20,1
26,31.98,one-year,debit,0,1,1,24,0
31,60.3,two-year,debit,0,0,1,10,0
10,35.61,month-to-month,transfer,1,1,0,21,0
31,44.99,month-to-month,paypal,0,1,2,25,0
26,57.12,one-year,transfer,0,1,1,14,0
3,38.28,month-to-month,paypal,1,1,1,18,0
15,72.6,month-to-month,transfer,1,1,2,26,0
38,79.8,month-to-month,paypal,0,0,1,24,1
27,54.01,two-year,transfer,1,0,3,20,0
71,56.26,one-year,debit,0,1,3,19,0
34,75.75,two-year,paypal,1,0,2,23,0
69,50.72,month-to-month,debit,1,0,1,25,0
47,49.35,month-to-month,transfer,1,0,3,17,0
3,88.93,month-to-month,debit,0,1,1,15,0
15,82.68,month-to-month,debit,1,1,0,13,0
51,77.03,month-to-month,debit,0,1,0,15,0
39,83.51,one-year,debit,1,1,1,27,0
22,25.45,one-year,paypal,1,1,0,18,0
38,92.08,one-year,paypal,1,0,0,16,0
65,72.84,month-to-month,transfer,1,1,0,14,0
28,85.22,month-to-month,credit-card,1,1,0,16,0
4,72.74,month-to-month,credit-card,1,1,2,20,0
23,65.98,month-to-month,credit-card,0,0,1,22,0
67,59.49,month-to-month,transfer,1,1,0,17,0
55,72.34,month-to-month,paypal,1,1,3,21,0
60,58.77,two-year,debit,0,0,1,21,0
65,82.36,month-to-month,debit,1,1,0,12,0
9,33.27,month-to-month,transfer,0,0,1,15,0
21,54.17,month-to-month,paypal,1,0,1,15,0
5,105.9,one-year,debit,0,0,2,15,1
1,52.48,month-to-month,debit,0,1,1,22,0
60,60.23,month-to-month,transfer,1,0,4,24,0
67,47.35,month-to-month,paypal,1,1,2,20,0
12,71.72,month-to-month,transfer,1,1,2,16,0
52,50.27,one-year,transfer,1,1,0,12,0
38,61.29,month-to-month,transfer,0,1,0,21,0
5,81.98,month-to-month,credit-card,0,0,2,16,0
66,51.02,one-year,paypal,1,1,1,23,0
62,80.77,month-to-month,credit-card,1,1,0,18,0
41,81.44,one-year,debit,1,1,0,22,0
51,86.1,month-to-month,debit,0,0,0,19,0
29,67.81,one-year,transfer,0,1,3,9,0
57,129.83,month-to-month,credit-card,0,1,2,17,0
32,86.09,month-to-month,credit-card,1,1,2,12,0
71,71.5,month-to-month,paypal,0,1,1,17,0
5,47.48,two-year,debit,1,1,0,17,0
13,63.06,month-to-month,transfer,0,1,0,15,0
69,93.53,two-year,transfer,1,0,0,13,0
21,99.19,two-year,transfer,0,1,1,21,0
23,94.57,month-to-month,transfer,1,0,3,15,0
57,80.7,month-to-month,transfer,1,0,0,23,0
14,39.89,month-to-month,paypal,0,0,1,15,0
37,74.74,two-year,paypal,0,0,1,11,0
21,40.17,one-year,debit,0,1,1,18,0
15,35.25,month-to-month,credit-card,1,1,0,20,0
69,69.78,month-to-month,paypal,1,1,3,22,0
15,75.46,one-year,debit,0,1,1,14,0
7,83.07,month-to-month,debit,1,1,1,19,0
48,74.94,month-to-month,credit-card,0,1,1,16,0
62,75.63,month-to-month,transfer,1,1,3,19,0
10,45.31,month-to-month,transfer,1,1,2,16,0
51,62.9,two-year,paypal,1,1,1,29,0
39,34.86,one-year,transfer,0,1,1,17,0
59,24.93,month-to-month,transfer,0,1,1,14,0
10,79.81,month-to-month,transfer,1,1,1,9,1
70,49.94,one-year,paypal,0,1,1,22,0
44,82.45,month-to-month,paypal,1,1,1,21,0
60,87.17,month-to-month,paypal,1,0,1,20,0
26,52.61,month-to-month,debit,1,1,1,23,0
67,76.81,one-year,debit,1,1,1,14,1
45,51.78,two-year,credit-card,1,1,1,13,0
10,28.08,one-year,paypal,1,0,1,13,1
66,67.47,month-to-month,transfer,0,1,1,20,0
57,55.58,one-year,paypal,1,0,2,17,0
22,56.2,month-to-month,paypal,0,1,0,29,0
39,104.51,two-year,debit,1,1,0,19,0
28,34.48,month-to-month,credit-card,1,1,4,21,0
39,72.66,month-to-month,credit-card,1,1,3,15,0
69,45.1,month-to-month,paypal,0,0,0,14,0
64,83.17,month-to-month,debit,0,1,2,24,0
16,70.97,month-to-month,debit,1,0,1,19,1
69,72.59,month-to-month,paypal,1,1,1,26,0
32,46.1,one-year,debit,0,1,4,19,0
51,49.69,one-year,paypal,1,0,0,10,0
55,83.55,month-to-month,transfer,1,1,0,18,0
35,100.42,month-to-month,paypal,1,1,1,11,0
33,74.61,month-to-month,credit-card,1,0,0,15,0
33,47.05,month-to-month,debit,1,1,2,11,0
62,71.78,month-to-month,credit-card,1,0,3,20,0
28,113.55,two-year,credit-card,0,0,3,12,0
20,67.05,two-year,paypal,1,1,1,22,0
26,94.24,month-to-month,transfer,1,1,0,16,0
14,50.19,one-year,debit,1,1,1,17,0
28,64.16,one-year,debit,1,1,2,16,0
9,77.39,month-to-month,credit-card,1,1,3,17,0
7,72.95,one-year,credit-card,0,1,1,18,0
52,49.67,month-to-month,paypal,0,0,1,19,0
6,48.81,month-to-month,credit-card,0,0,0,19,0
41,84.77,two-year,debit,1,1,1,16,0
56,88.83,one-year,credit-card,1,1,3,17,0
52,95.24,month-to-month,paypal,0,1,3,20,0
32,101.08,month-to-month,credit-card,0,0,1,21,0
14,67.69,two-year,debit,1,1,5,15,0
67,58.78,month-to-month,paypal,0,0,2,17,0
60,92.02,two-year,transfer,0,1,1,16,0
44,79.26,two-year,debit,0,1,3,16,0
7,45.35,month-to-month,transfer,1,0,1,21,0
3,44.33,one-year,debit,1,1,2,15,0
23,74.84,one-year,debit,1,1,2,18,1
12,61.45,one-year,transfer,0,1,0,19,0
62,64.47,month-to-month,debit,0,1,1,16,0
15,86.45,month-to-month,paypal,1,0,1,13,0
21,80.18,month-to-month,debit,1,0,1,18,1
70,91.6,one-year,paypal,0,0,2,16,0
59,26.37,one-year,credit-card,1,0,2,16,0
16,70.07,one-year,transfer,1,1,2,28,0
28,78.89,month-to-month,transfer,1,1,1,13,0
37,34.47,month-to-month,transfer,0,1,2,13,0
48,51.9,month-to-month,debit,0,1,1,20,0
67,48.19,one-year,transfer,0,1,0,27,0
62,65.43,month-to-month,credit-card,1,0,0,16,0
70,97.56,one-year,transfer,1,0,2,23,1
3,105.45,month-to-month,paypal,1,1,0,15,0
17,48.71,month-to-month,debit,0,1,2,12,0
40,75.53,two-year,credit-card,0,0,1,18,1
4,76.18,month-to-month,transfer,1,1,0,13,0
26,72.75,month-to-month,paypal,1,0,0,11,0
11,72.98,one-year,debit,0,1,1,13,0
67,71.07,month-to-month,credit-card,1,1,2,28,0
5,98.75,two-year,debit,1,0,4,15,0
11,87.05,two-year,paypal,1,1,1,19,0
14,43.8,one-year,debit,1,1,0,30,0
11,80.91,month-to-month,transfer,0,1,2,22,0
41,82.85,month-to-month,debit,1,1,1,22,0
26,71.3,two-year,transfer,1,1,1,11,0
65,87.63,month-to-month,debit,1,0,1,20,0
19,68.76,two-year,debit,1,0,2,14,0
39,69.01,one-year,transfer,0,1,2,20,0
47,67.42,month-to-month,transfer,1,1,2,17,0
45,24.64,month-to-month,debit,1,0,1,16,0
57,63.39,one-year,debit,0,1,0,19,0
15,51.63,month-to-month,credit-card,1,1,1,22,0
37,41.27,month-to-month,transfer,0,0,1,17,0
57,93.68,one-year,debit,1,0,0,25,0
62,75.08,month-to-month,transfer,0,1,2,21,0
44,64.4,month-to-month,debit,0,0,0,17,0
47,53.7,one-year,paypal,1,1,1,13,0
62,70.92,one-year,transfer,1,1,0,14,0
45,84.83,month-to-month,debit,1,0,1,16,0
68,48.46,two-year,debit,1,1,3,14,0
10,64.9,two-year,transfer,0,0,1,18,0
25,82.36,month-to-month,credit-card,1,1,0,16,0
8,26.28,month-to-month,credit-card,1,0,1,11,0
7,63.85,one-year,credit-card,0,1,1,19,0
34,56.41,month-to-month,debit,1,1,0,16,0
17,62.32,one-year,debit,0,1,0,26,0
29,54.97,month-to-month,debit,0,0,1,27,0
32,67.75,month-to-month,credit-card,1,1,2,22,0
45,103.47,month-to-month,debit,1,1,1,19,0
68,58.52,month-to-month,debit,1,1,1,21,0
61,70.83,two-year,debit,1,1,1,19,0
27,104.89,month-to-month,transfer,0,1,1,20,0
24,54.0,two-year,debit,1,1,0,28,0
55,101.29,month-to-month,paypal,0,1,0,19,0
9,65.11,one-year,paypal,0,1,2,26,0
39,100.64,two-year,transfer,0,1,2,16,0
31,80.0,month-to-month,transfer,0,1,2,17,0
13,71.14,month-to-month,credit-card,0,1,0,16,0
44,63.69,one-year,transfer,1,0,1,24,0
23,52.52,one-year,debit,1,1,1,20,0
14,66.52,month-to-month,debit,1,1,3,14,0
47,82.95,month-to-month,paypal,0,1,2,19,0
13,64.74,one-year,credit-card,1,1,1,13,0
48,58.67,month-to-month,debit,0,1,2,16,0
12,59.98,one-year,paypal,1,0,1,19,0
31,84.85,month-to-month,paypal,1,1,2,9,0
58,89.5,month-to-month,transfer,0,1,1,23,0
17,51.66,one-year,transfer,1,0,0,18,0
55,51.63,month-to-month,paypal,1,0,1,20,0
52,72.59,two-year,credit-card,0,1,0,19,0
65,95.55,month-to-month,debit,1,1,0,25,0
12,87.92,month-to-month,credit-card,1,1,1,16,1
51,39.96,month-to-month,debit,0,1,1,24,0
67,59.72,month-to-month,paypal,0,1,1,16,0
55,46.39,one-year,transfer,1,0,4,21,0
14,59.65,one-year,paypal,1,1,0,15,0
59,97.09,one-year,transfer,0,1,1,23,0
8,36.55,month-to-month,paypal,1,1,1,18,0
42,32.62,month-to-month,credit-card,0,1,1,16,0
36,48.43,month-to-month,debit,1,0,2,23,0
38,70.75,one-year,debit,1,1,0,13,0
37,77.42,month-to-month,paypal,1,1,0,16,0
3,73.75,month-to-month,transfer,1,1,1,23,0
37,88.51,month-to-month,credit-card,1,0,4,11,0
67,29.74,month-to-month,credit-card,1,0,2,15,0
32,88.77,one-year,debit,0,1,2,22,0
20,58.76,one-year,credit-card,0,1,1,16,0
71,79.63,two-year,transfer,1,1,0,18,0
8,38.53,month-to-month,paypal,0,1,0,9,0
35,65.1,month-to-month,paypal,0,0,1,25,0
37,69.73,month-to-month,credit-card,1,1,0,22,0
34,88.12,one-year,debit,1,1,1,19,0
66,33.29,one-year,transfer,0,0,1,24,0
30,65.62,month-to-month,debit,0,1,0,16,0
70,43.3,one-year,debit,0,0,0,9,0
5,75.11,month-to-month,credit-card,0,1,0,15,0
53,80.54,month-to-month,credit-card,0,1,2,23,0
43,90.74,month-to-month,debit,1,0,0,17,0
18,54.3,month-to-month,credit-card,1,1,0,31,0
17,83.54,two-year,credit-card,0,1,1,24,0
52,92.22,one-year,transfer,0,0,2,19,0
46,32.14,one-year,paypal,1,1,2,16,0
44,77.25,two-year,transfer,0,1,1,9,0
4,84.17,one-year,credit-card,0,1,0,12,0
43,59.83,month-to-month,paypal,0,0,1,25,0
70,40.78,month-to-month,transfer,1,1,0,16,0
2,83.86,month-to-month,debit,0,0,2,15,0
34,41.01,two-year,debit,0,0,1,18,0
36,61.43,two-year,paypal,1,0,1,20,0
64,64.2,one-year,debit,1,0,2,22,0
21,79.31,month-to-month,credit-card,1,1,0,14,1
34,52.47,month-to-month,debit,1,1,1,15,0
51,51.31,two-year,debit,1,1,3,16,0
5,66.98,month-to-month,debit,0,1,2,17,0
57,85.13,month-to-month,debit,0,0,1,11,0
59,110.75,month-to-month,transfer,0,1,0,21,0
52,34.85,month-to-month,debit,0,1,1,18,0
47,71.31,one-year,transfer,0,0,1,21,0
54,43.27,two-year,debit,0,1,1,11,0
56,85.38,one-year,paypal,1,0,2,17,0
65,46.23,month-to-month,paypal,1,1,1,13,0
31,51.51,month-to-month,debit,0,1,3,15,0
33,53.21,two-year,credit-card,1,0,1,21,0
46,63.48,month-to-month,transfer,0,1,0,18,0
14,71.46,month-to-month,debit,1,1,0,14,0
61,74.67,one-year,paypal,1,0,2,25,0
55,64.88,month-to-month,debit,0,1,1,23,0
45,38.4,month-to-month,debit,0,1,5,19,0
22,79.56,two-year,debit,1,0,2,19,0
25,63.94,one-year,paypal,1,0,1,19,0
31,88.23,month-to-month,credit-card,1,1,1,19,0
48,50.85,month-to-month,paypal,0,1,1,18,0
56,32.95,two-year,credit-card,0,1,0,13,0
48,64.32,one-year,paypal,0,1,1,13,0
67,90.92,one-year,transfer,1,1,1,16,0
69,68.22,month-to-month,transfer,0,1,0,18,0
51,61.01,two-year,credit-card,0,1,2,15,0
27,47.59,two-year,transfer,1,0,2,23,0
43,100.16,month-to-month,transfer,1,0,1,16,0
31,44.41,month-to-month,debit,0,0,4,18,0
45,50.49,one-year,debit,1,1,4,17,1
58,76.4,one-year,transfer,1,1,0,17,0
27,27.88,one-year,debit,1,1,0,24,0
36,90.49,two-year,paypal,0,1,2,12,0
4,77.48,one-year,credit-card,1,1,0,21,0
53,82.98,month-to-month,debit,0,0,1,18,0
35,76.16,month-to-month,paypal,1,1,1,13,0
33,61.78,one-year,paypal,1,1,0,27,0
38,43.74,month-to-month,debit,1,1,0,17,0
16,62.2,month-to-month,transfer,1,1,4,18,0
43,45.5,one-year,credit-card,1,0,2,27,1
53,74.72,month-to-month,credit-card,0,1,1,15,0
25,81.14,one-year,paypal,0,1,1,14,0
10,94.54,month-to-month,transfer,0,1,1,17,0
28,72.44,month-to-month,credit-card,1,1,2,19,0
15,83.49,month-to-month,paypal,0,1,0,22,0
27,59.06,one-year,debit,1,0,2,15,0
45,55.43,one-year,transfer,1,1,1,19,0
9,74.47,month-to-month,paypal,1,0,0,15,0
54,57.27,month-to-month,paypal,0,0,2,18,0
16,70.38,month-to-month,credit-card,1,0,0,15,1
64,43.78,one-year,debit,1,1,0,13,0
53,47.37,two-year,debit,1,1,1,18,0
20,77.71,one-year,paypal,1,1,1,15,0
40,82.73,month-to-month,paypal,0,1,1,13,0
8,45.29,one-year,transfer,0,0,1,26,0
8,78.41,month-to-month,credit-card,1,1,0,16,0
68,54.35,month-to-month,paypal,1,1,0,15,0
57,65.33,month-to-month,transfer,1,0,2,17,0
11,93.34,month-to-month,debit,1,1,1,20,0
21,81.15,month-to-month,debit,1,1,0,18,0
15,80.92,one-year,debit,1,1,0,16,0
29,103.18,month-to-month,debit,1,1,0,13,0
21,50.92,one-year,paypal,1,1,0,22,0
24,45.28,two-year,paypal,0,1,4,16,0
38,50.56,month-to-month,credit-card,0,1,2,18,0
14,59.91,month-to-month,paypal,0,0,2,13,1
63,17.91,one-year,debit,0,1,3,16,0
52,60.85,month-to-month,paypal,1,1,1,22,0
54,54.11,month-to-month,paypal,1,1,1,19,0
13,80.68,month-to-month,transfer,0,1,0,17,0
51,72.05,one-year,transfer,0,0,1,18,0
60,52.99,one-year,transfer,1,1,2,29,0
13,76.8,one-year,paypal,1,1,2,17,0
54,79.47,one-year,debit,1,1,1,19,0
26,49.63,month-to-month,transfer,0,0,0,13,0
56,55.14,one-year,paypal,0,0,1,14,0
34,20.49,two-year,paypal,1,1,1,12,0
57,43.19,month-to-month,credit-card,1,1,2,15,0
11,50.15,two-year,debit,1,1,1,20,0
28,66.48,two-year,transfer,1,1,2,16,0
20,46.09,month-to-month,transfer,0,1,2,23,0
18,54.73,month-to-month,transfer,0,0,2,18,0
22,40.49,month-to-month,paypal,0,1,0,23,0
28,68.42,one-year,transfer,0,1,2,13,0
10,73.51,month-to-month,transfer,0,0,1,14,0
51,73.05,month-to-month,paypal,0,1,1,23,0
40,65.25,one-year,credit-card,0,0,2,14,0
59,34.18,two-year,transfer,1,1,4,13,0
51,52.6,one-year,debit,0,0,1,17,0
11,56.85,one-year,paypal,1,1,0,21,0
5,56.93,month-to-month,transfer,0,1,1,13,0
31,66.5,month-to-month,transfer,0,0,1,28,0
35,93.51,one-year,paypal,0,1,2,10,0
18,81.24,month-to-month,credit-card,0,1,1,21,0
56,45.25,month-to-month,transfer,0,1,0,17,0
